"Date","Venue","Venue Address","Event Type","Event Details","Start Time","Ward","Location"
"10/24/2025",,"9700-9758 S LEAVITT ST","Block Party","9742 S. Leavitt_10242025",,"19","POINT (-87.67712 41.71721)"
"10/24/2025",,"2900-2955 N KENOSHA AVE","Block Party","Halloween Trunk or Treat",,"31","POINT (-87.73384 41.93385)"
"10/24/2025",,"3800-3858 W 69TH PL","Block Party","Hurley Block Party",,"23","POINT (-87.71772 41.76692)"
"10/24/2025",,"10828-10900 S HOYNE AVE","Block Party","10840 S. Hoyne_10242025",,"19","POINT (-87.67411 41.69657)"
"10/25/2025",,"1914-1946 W POTOMAC AVE","Block Party","W Potomac Block Party",,"1","POINT (-87.67547 41.90504)"
"10/25/2025",,"2815-2856 N MAPLEWOOD AVE","Block Party","Block Party--2800 N Maplewood",,"35","POINT (-87.69159 41.93267)"
"10/25/2025",,"2100-2154 W BELLE PLAINE AVE","Block Party","BP 25 2100 W Belle Plaine Ave",,"47","POINT (-87.68137 41.95596)"
"10/25/2025",,"2815-2840 N MOZART ST","Block Party","Block Party --2800 N Mozart",,"35","POINT (-87.69842 41.9325)"
"10/25/2025",,"3700-3759 W LYNDALE ST","Block Party","Block Party--3700 W Lyndale",,"35","POINT (-87.71956 41.92186)"
"10/25/2025",,"6600-6659 N CAMPBELL AVE","Block Party","6600 N. Campbell Block Party",,"50","POINT (-87.69241 42.00147)"
"10/25/2025",,"5700-5759 S PARKSIDE AVE","Block Party","Block Party",,"13","POINT (-87.76337 41.78891)"
"10/25/2025",,"850-947 W FLETCHER ST","Block Party","Halloween Block Party",,"44","POINT (-87.65116 41.93922)"
"10/25/2025",,"5900-5999 N OCONTO AVE","Block Party","5900 N Oconto Block Party",,"41","POINT (-87.80833 41.98807)"
"10/25/2025",,"5500-5543 N BERNARD ST","Block Party","5500 N Bernard St Block Party",,"39","POINT (-87.71489 41.98131)"
"10/25/2025",,"4600-4659 N LEAMINGTON AVE","Block Party","Mike Amato",,"45","POINT (-87.75617 41.9644)"
"10/25/2025",,"4500-4550 N OAKLEY AVE","Block Party","BP 25 4500 N Oakley",,"47","POINT (-87.68638 41.96469)"
"10/25/2025",,"6500-6557 N OLIPHANT AVE","Block Party","6500 N Oliphant Block Party",,"41","POINT (-87.81927 41.99967)"
"10/25/2025",,"11900-12000 S PEORIA ST","Block Party","Fall Festival",,"21","POINT (-87.64432 41.67764)"
"10/25/2025",,"5000-5059 N HAMLIN AVE","Block Party","5000 N Hamlin Block Party",,"39","POINT (-87.72321 41.97208)"
"10/25/2025",,"3800-3859 S VINCENNES AVE","Block Party","annual trunk or treat",,"4","POINT (-87.61231 41.82431)"
"10/25/2025",,"2200-2226 W CULLOM AVE","Block Party","BP 25 2200 W Cullom",,"47","POINT (-87.68395 41.95955)"
"10/25/2025",,"5700-5759 W CULLOM AVE","Block Party","5700 W. Cullom",,"38","POINT (-87.76983 41.95863)"
"10/25/2025",,"11116-11227 S CHRISTIANA AVE","Block Party","11140 S Christiana_10252025",,"19","POINT (-87.70448 41.69096)"
"10/25/2025",,"1800-1850 W WARNER AVE","Block Party","1800 W Warner Block Party 2025",,"47","POINT (-87.67438 41.95695)"
"10/25/2025",,"3900-3950 N SEELEY AVE","Block Party","BP 25 3900 N Seeley",,"47","POINT (-87.6799 41.95245)"
"10/25/2025",,"5301-5357 N RAVENSWOOD AVE","Block Party","Hardy BP",,"40","POINT (-87.6744 41.97809)"
"10/25/2025",,"3001-3030 W 106TH ST","Block Party","10559 S. Whipple_10252025",,"19","POINT (-87.69669 41.70074)"
"10/25/2025",,"5900-5959 N NAVARRE AVE","Block Party","5900 N Navarre Block Party",,"41","POINT (-87.7906 41.98902)"
"10/25/2025",,"10900-10958 S HOMAN AVE","Block Party","10951 S. Homan_10252025",,"19","POINT (-87.70589 41.69499)"
"10/25/2025",,"5600-5659 N MOZART ST","Block Party","5600 N. Mozart Block Party",,"50","POINT (-87.70038 41.98326)"
"10/25/2025",,"10900-11030 S WHIPPLE ST","Block Party","10959 S. Whipple_10252025",,"19","POINT (-87.69722 41.69513)"
"10/25/2025",,"547-559 W 40TH PL","Block Party","Fundraiser",,"11","POINT (-87.64045 41.82079)"
"10/25/2025",,"11900-12000 S UNION AVE
709-756 W 120TH ST","Block Party","Harvest Festival",,"21","POINT (-87.63948 41.6777)"
"10/25/2025",,"2010-2020 W PIERCE AVE","Block Party","Guidepost Fall Festival",,"1","POINT (-87.67821 41.90965)"
"10/25/2025",,"2500-2558 W WILSON AVE","Block Party","2500 W Wilson Ave- BP 25",,"47","POINT (-87.69154 41.96482)"
"10/25/2025",,"5101-5154 W WAVELAND AVE","Block Party","Ande Servello",,"30","POINT (-87.75469 41.94786)"
"10/25/2025",,"6396 W 56TH ST","Parade","TBA",,"13","POINT (-87.78155 41.79051)"
"10/25/2025",,"1900-1959 W BRADLEY PL","Block Party","BP 25 1900 W Bradley",,"47","POINT (-87.67638 41.94962)"
"10/25/2025",,"2501-2561 W CULLOM AVE","Block Party","2501 W Cullom Block Party 2025",,"47","POINT (-87.69189 41.95947)"
"10/25/2025",,"5400-5457 N BERNARD ST","Block Party","5400 N Bernard St Block Party",,"39","POINT (-87.71484 41.97951)"
"10/25/2025",,"4234-4259 N LOWELL AVE","Block Party","4200 N Lowell Ave Block Party",,"39","POINT (-87.73696 41.95841)"
"10/25/2025",,"1400 S JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR","Parade","TBA",,"5","POINT (-87.61699 41.86547)"
"10/25/2025",,"11300-11364 S FAIRFIELD AVE","Block Party","11329 S. Fairfield_10252025",,"19","POINT (-87.68962 41.68791)"
"10/25/2025",,"5800-5859 W BERENICE AVE","Block Party","5800 W. Berenice",,"38","POINT (-87.77197 41.95038)"
"10/25/2025",,"4231-4256 N SPRINGFIELD AVE","Block Party","4200 N SPRINGFIELD AVE",,"39","POINT (-87.7253 41.95829)"
"10/25/2025",,"3500-3542 N MARSHFIELD AVE","Block Party","3500 N Marshfield Block Party",,"47","POINT (-87.67006 41.94644)"
"10/25/2025",,"6300-6354 N LAKEWOOD AVE","Block Party","6300 - 6354 N Lakewood (betwee",,"48","POINT (-87.66293 41.99649)"
"10/25/2025",,"1200-1300 W NORWOOD ST","Block Party","1200/1300 Block of W Norwood S",,"48","POINT (-87.66295 41.99181)"
"10/25/2025",,"4700-4759 N MALDEN ST","Block Party","LCC Block Party",,"46","POINT (-87.66259 41.96733)"
"10/25/2025",,"3314-3324 S THROOP ST","Block Party","BLOCK PARTY-BRIDGEPORT VILLAGE",,"11","POINT (-87.6577 41.83257)"
"10/25/2025",,"1477-1489 W FARRAGUT AVE","Festival","Aville-o-ween on Farragut 2025",,"48","POINT (-87.6677 41.97711)"
"10/25/2025",,"6300-6355 W HOLBROOK ST","Block Party","6300 Holbrook Block Party",,"39","POINT (-87.78519 41.99117)"
"10/25/2025",,"1400-1450 W GLENLAKE AVE","Block Party","1400 Block of West Glenlake",,"48","POINT (-87.66723 41.99265)"
"10/25/2025",,"5200-5259 W WARNER AVE","Block Party","5200 W. Warner",,"38","POINT (-87.75741 41.95603)"
"10/25/2025",,"4200-4259 N MASON AVE","Block Party","4200 N. Mason",,"38","POINT (-87.77567 41.95684)"
"10/26/2025",,"800-921 W 29TH ST","Athletic","Chicago Dragons 5K Fundraiser",,"11","POINT (-87.64986 41.84125)"
"10/26/2025",,"500-533 N PEORIA ST","Block Party","Peoria Block Party",,"27","POINT (-87.64995 41.8913)"
"10/26/2025",,"7502-7540 S GREENWOOD AVE","Block Party","Trunk or Treat",,"8","POINT (-87.59808 41.75814)"
"10/26/2025",,"1940-2000 W SUMMERDALE AVE","Block Party","Reynolds BP",,"40","POINT (-87.67958 41.97878)"
"10/26/2025",,"4400-5100 N SIMONDS DR","Athletic","Polish National Alliance",,"46, 48","POINT (-87.6469 41.9744)"
"10/26/2025",,"5500-5561 N MCVICKER AVE","Block Party","Tara Boblewski",,"45","POINT (-87.77923 41.98275)"
"10/28/2025",,"9000-9052 S BRANDON AVE","Block Party","OLG St. Jude Event",,"10","POINT (-87.54696 41.7318)"
"10/28/2025",,"3200 E 91ST ST","Parade","TBA",,"10","POINT (-87.54692 41.73034)"
"10/30/2025",,"7431-7465 W ROSCOE ST","Block Party","7400 W. Roscoe",,"38","POINT (-87.81261 41.94147)"
"10/31/2025",,"2414-2474 W CULLOM AVE","Block Party","2400 W Cullom Block Party",,"47","POINT (-87.68927 41.95949)"
"10/31/2025",,"3700-3754 N MARSHFIELD AVE","Block Party","3700 N Marshfield Ave",,"47","POINT (-87.67012 41.94892)"
"10/31/2025",,"3029-3100 N HONORE ST","Block Party","3000 Honore Block Party",,"32","POINT (-87.67421 41.93688)"
"10/31/2025",,"4200-4249 N BELL AVE","Block Party","4200 N Bell Ave BP",,"47","POINT (-87.68492 41.95785)"
"10/31/2025",,"2600-2700 N DRAKE AVE","Block Party","Block Party--2650 N Drake",,"35","POINT (-87.71591 41.93024)"
"10/31/2025",,"4100-4159 N BELL AVE","Block Party","4100 N Bell BP 2025",,"47","POINT (-87.68487 41.95603)"
"10/31/2025",,"1800-1850 W BYRON ST","Block Party","1800 W Byron St",,"47","POINT (-87.67424 41.9524)"
"10/31/2025",,"3800-3858 N BELL AVE","Block Party","3800 N Bell Block Party 2025",,"47","POINT (-87.68473 41.95055)"
"10/31/2025",,"11228-11500 S CENTRAL PARK AVE","Block Party","11309 S. Central Park_10312025",,"19","POINT (-87.71048 41.68881)"
"10/31/2025",,"5300-5328 N VIRGINIA AVE","Block Party","5300 Virginia Trick or Treat",,"39","POINT (-87.70342 41.97782)"
"10/31/2025",,"4801-4858 N SEELEY AVE","Block Party","4800 N Seeley BP",,"47","POINT (-87.68045 41.97043)"
"10/31/2025",,"5036-5125 N CLAREMONT AVE","Block Party","Vega BP",,"40","POINT (-87.68787 41.97339)"
"10/31/2025",,"2334-2344 W CULLOM AVE","Block Party","2344 Cullom BP 2025",,"47","POINT (-87.68759 41.9595)"
"10/31/2025",,"2900-2959 W EASTWOOD AVE","Block Party","Zemans BP",,"40","POINT (-87.70328 41.96565)"
"10/31/2025",,"2500-2558 W PENSACOLA AVE","Block Party","2500 W Pensacola BP 2025",,"47","POINT (-87.69209 41.96039)"
"10/31/2025",,"5800-5859 N KENTON AVE","Block Party","Kenton Halloween Block Party",,"39","POINT (-87.74311 41.98645)"
"10/31/2025",,"2600-2700 N PAULINA ST","Block Party","2600 Paulina Block Party",,"32","POINT (-87.67074 41.92887)"
"10/31/2025",,"4415-4457 N MAPLEWOOD AVE","Block Party","4400 N Maplewood BP",,"47","POINT (-87.69237 41.9618)"
"10/31/2025",,"3600-3656 N CLAREMONT AVE","Block Party","3600 ClaremontAve Halloween BP",,"47","POINT (-87.68706 41.94694)"
"10/31/2025",,"1900-1959 W ERIE ST","Block Party","1900 W Erie Block Party",,"36","POINT (-87.67473 41.89322)"
"10/31/2025",,"3614-3657 N ARTESIAN AVE","Block Party","BP 25 3600 N Artesian",,"47","POINT (-87.68949 41.94724)"
"10/31/2025",,"3800-3858 N LEAVITT ST","Block Party","3800 N Leavitt Ave BP 2025",,"47","POINT (-87.68352 41.95057)"
"10/31/2025",,"3800-3855 N TRIPP AVE","Block Party","Justin Antony",,"30","POINT (-87.73392 41.95162)"
"10/31/2025",,"4500-4559 N KENNETH AVE","Block Party","4500 N KENNETH AVE BLOCK PARTY",,"39","POINT (-87.73995 41.96434)"
"10/31/2025",,"2415-2458 W BELLE PLAINE AVE","Block Party","2400 W Belle Plaine BP",,"47","POINT (-87.68912 41.95557)"
"10/31/2025",,"4500-4559 N LOWELL AVE","Block Party","4500 N Lowell Ave Block Party",,"39","POINT (-87.73706 41.96296)"
"10/31/2025",,"4215-4243 N LEAVITT ST","Block Party","4215 N Leavitt- Halloween BP",,"47","POINT (-87.68374 41.95825)"
"10/31/2025",,"4910-4956 N OAKLEY AVE","Block Party","Dressel BP",,"40","POINT (-87.68655 41.97087)"
"10/31/2025",,"4000-4360 N KENMORE AVE","Block Party","Kenmore Halloween",,"46","POINT (-87.65603 41.95465)"
"10/31/2025",,"4415-4459 N FRANCISCO AVE","Block Party","4400 N Francisco Block Party",,"33","POINT (-87.70094 41.96175)"
"10/31/2025",,"4700-4757 N HERMITAGE AVE","Block Party","3700 N Hermitage Ave BP",,"47","POINT (-87.67253 41.96716)"
"10/31/2025",,"1900-1958 W WARNER AVE","Block Party","1900 W Warner Block Party",,"47","POINT (-87.67656 41.95693)"
"10/31/2025",,"10800-10857 S WHIPPLE ST","Block Party","10814 S Whipple_10312025",,"19","POINT (-87.69749 41.69694)"
"10/31/2025",,"10800-10858 S CAMPBELL AVE","Block Party","10834 S. Campbell_10312025",,"19","POINT (-87.68382 41.69709)"
"10/31/2025",,"3900-3949 N MARSHFIELD AVE","Block Party","Halloween BP 3900 N Marshfield",,"47","POINT (-87.67022 41.95258)"
"10/31/2025",,"3800-3859 N PLAINFIELD AVE","Block Party","3800 N. Plainfield",,"38","POINT (-87.83419 41.95016)"
"10/31/2025",,"1800-1851 W CUYLER AVE","Block Party","1800 W Cuyler BP",,"47","POINT (-87.67438 41.95516)"
"10/31/2025",,"400-411 S FINANCIAL PL","Festival","O'Neil's Irish Rugby Festival",,"34","POINT (-87.63309 41.87679)"
"10/31/2025",,"2000-2059 W ERIE ST","Block Party","2000 W ERIE Block Party",,"36","POINT (-87.67714 41.89318)"
"10/31/2025",,"2000-2059 W BRADLEY PL","Block Party","2000 Bradley BP 2025",,"47","POINT (-87.6788 41.9496)"
"10/31/2025",,"2100-2159 N MAGNOLIA AVE","Block Party","Halloween on Magnolia",,"2","POINT (-87.65949 41.9198)"
"10/31/2025",,"1700-1758 W NELSON ST","Block Party","Block Party",,"32","POINT (-87.67114 41.93695)"
"10/31/2025",,"3700-3759 N HERMITAGE AVE","Block Party","3700 N Hermitage BP 2025",,"47","POINT (-87.67249 41.94887)"
"10/31/2025",,"2700-2800 N LAKEWOOD AVE","Block Party","2700 N Lakewood Block Party",,"32","POINT (-87.66109 41.93069)"
"10/31/2025",,"3800-3847 N ALTA VISTA TER","Block Party","Alta Vista Halloween",,"46","POINT (-87.6565 41.95123)"
"10/31/2025",,"7400-7458 N OVERHILL AVE","Block Party","7400 N Overhill Block Party",,"41","POINT (-87.81879 42.0152)"
"10/31/2025",,"3700-3757 N KEELER AVE","Block Party","Elisabeth Dankovich",,"30","POINT (-87.73232 41.94827)"
"10/31/2025",,"4511-4555 N HERMITAGE AVE","Block Party","4500 N Hermitage BP 2025",,"47","POINT (-87.67245 41.96355)"
"10/31/2025",,"2414-2475 W PENSACOLA AVE","Block Party","BP 25 2400 W Pensacola Ave",,"47","POINT (-87.68931 41.96039)"
"10/31/2025",,"3800-3858 W 56TH ST","Block Party","3800 W 56th st Block party",,"23","POINT (-87.71839 41.79148)"
"10/31/2025",,"3901-3943 N HAMILTON AVE","Block Party","3900 Halloween BP-25",,"47","POINT (-87.68235 41.95242)"
"10/31/2025",,"2420-2542 N BURLING ST","Block Party","2500 Burling Halloween BP",,"43","POINT (-87.64748 41.92621)"
"10/31/2025",,"2500-2554 W EASTWOOD AVE","Block Party","2500 W Eastwood BP",,"47","POINT (-87.6915 41.96572)"
"10/31/2025",,"1100-1124 N HOYNE AVE","Block Party","Halloween Block Party",,"1","POINT (-87.67964 41.90146)"
"10/31/2025",,"2612-2657 S KOLIN AVE","Block Party","Halloween-26th & Kolin",,"22","POINT (-87.73308 41.84362)"
"10/31/2025",,"1303-1342 W CORNELIA AVE","Block Party","2025 1300 Cornelia Block Party",,"44","POINT (-87.66179 41.94526)"
"10/31/2025",,"2417-2476 W BERTEAU AVE","Block Party","2400 W Berteau- BP 25",,"47","POINT (-87.6893 41.95766)"
"10/31/2025",,"7300-7345 W IBSEN ST","Block Party","7300 W Ibsen Block Party",,"41","POINT (-87.80929 42.00623)"
"10/31/2025",,"4015-4053 N MAPLEWOOD AVE","Block Party","BP 25 4000 N Maplewood",,"47","POINT (-87.69208 41.95455)"
"10/31/2025",,"2000-2059 W OHIO ST","Block Party","2000 W Ohio Block Party",,"36","POINT (-87.67721 41.89226)"
"10/31/2025",,"3457-3560 N CLARK ST
1041-1057 W CORNELIA AVE
3505-3525 N SEMINARY AVE
1100-1160 W EDDY ST","Festival","Wrigleyville Halloween Crawl",,"44",
"10/31/2025",,"2332-2344 W 101ST ST","Block Party","10056 S. Claremont_10312025",,"19","POINT (-87.68073 41.71004)"
"10/31/2025",,"3700-3755 N KILDARE AVE","Block Party","Theresa Bohdan",,"30","POINT (-87.73526 41.94824)"
"10/31/2025",,"1900-1950 W BELLE PLAINE AVE","Block Party","1900 W Belle Plaine BP",,"47","POINT (-87.67844 41.95599)"
"10/31/2025",,"4814-4851 N HAMILTON AVE","Block Party","4800 N Hamilton BP 2025",,"47","POINT (-87.68289 41.96924)"
"10/31/2025",,"4900-4959 W ALTGELD ST","Block Party","4900 W. Altgeld Block Party",,"31","POINT (-87.74903 41.92605)"
"10/31/2025",,"3901-3941 N RICHMOND ST","Block Party","3900 N Richmond Block Party",,"33","POINT (-87.70184 41.95225)"
"10/31/2025",,"1810-1960 N FREMONT ST","Block Party","1900 Fremont Block Party",,"43","POINT (-87.65078 41.91413)"
"10/31/2025",,"3914-3942 N HERMITAGE AVE","Block Party","3915 N Hermitage BP 2025",,"47","POINT (-87.6726 41.95293)"
"10/31/2025",,"2600-2665 N PAULINA ST","Block Party","2600 Paulina Block Party",,"32","POINT (-87.67074 41.92887)"
"10/31/2025",,"3600-3655 N TRIPP AVE","Block Party","Angela L Leventppoulos",,"30","POINT (-87.73375 41.94645)"
"10/31/2025",,"5000-5057 N MOZART ST","Block Party","Bleyaert",,"40","POINT (-87.70003 41.97231)"
"10/31/2025",,"2100-2181 W LELAND AVE","Block Party","2100 W Leland Block Party 2025",,"47","POINT (-87.68093 41.96689)"
"10/31/2025",,"1203-1259 N HAMLIN AVE","Block Party","1200 N Hamlin Block Party",,"36","POINT (-87.72145 41.9029)"
"10/31/2025",,"2614-2654 N DAYTON ST","Block Party","2600 Dayton Halloween BP",,"43","POINT (-87.65007 41.92958)"
"10/31/2025",,"3600-3657 N LEAVITT ST","Block Party","3600 N Leavitt Block Party",,"47","POINT (-87.68345 41.94851)"
"10/31/2025",,"3700-3744 N GREENVIEW AVE","Block Party","2025 3700 Greenview Block Prty",,"47","POINT (-87.66649 41.94897)"
"10/31/2025",,"10000-10058 S HOYNE AVE","Block Party","10020 S. Hoyne_10312025",,"19","POINT (-87.67451 41.71174)"
"10/31/2025",,"3900-3941 N KOSTNER AVE","Block Party","Anna Ware",,"30","POINT (-87.73808 41.95297)"
"10/31/2025",,"3700-3750 N PAULINA ST","Block Party","3700 N Paulina BP 10/31/25",,"47","POINT (-87.67132 41.94893)"
"10/31/2025",,"1000-1059 N LAWNDALE AVE","Block Party","Lawndale Block Party",,"27","POINT (-87.71886 41.89925)"
"10/31/2025",,"3700-3744 N BOSWORTH AVE","Block Party","Block Party - 3700 N Bosworth",,"47","POINT (-87.6677 41.94895)"
"10/31/2025",,"1800-1848 W CORNELIA AVE","Block Party","1800 W Cornelia Block Party",,"47","POINT (-87.67429 41.94506)"
"10/31/2025",,"5000-5059 N LOCKWOOD AVE","Block Party","Tegan Saladino",,"45","POINT (-87.76012 41.97167)"
"10/31/2025",,"6924-6963 N OZARK AVE","Block Party","6900 N Ozark Block Party",,"41","POINT (-87.82003 42.00763)"
"10/31/2025",,"5047-5059 W BELLE PLAINE AVE","Block Party","5000 W. Belle Plaine",,"38","POINT (-87.75382 41.95516)"
"10/31/2025",,"4139-4227 N KILPATRICK AVE","Block Party","Block Party",,"45","POINT (-87.74567 41.95663)"
"10/31/2025",,"2414-2476 W HUTCHINSON ST","Block Party","2400 W Hutchinson- BP 25",,"47","POINT (-87.68925 41.95859)"
"10/31/2025",,"200-239 N LOREL AVE","Block Party","200 N. Lorel",,"37","POINT (-87.75884 41.88447)"
"10/31/2025",,"3802-3857 N LOWELL AVE","Block Party","Bryan McCoy",,"30","POINT (-87.73673 41.95156)"
"11/01/2025",,"140 W WALTON ST","Parade","TBA",,"2","POINT (-87.63402 41.89977)"
"11/01/2025",,"7800-7849 W GREGORY ST","Block Party","7800 W Gregory Block Party",,"41","POINT (-87.82199 41.9805)"
"11/01/2025",,"4901-4957 N CENTRAL PARK AVE","Block Party","4900 N Central Park BlockParty",,"33","POINT (-87.71829 41.97033)"
"11/01/2025",,"4200-4258 N WINCHESTER AVE","Block Party","4200 N Winchester Ave BP 2025",,"47","POINT (-87.67738 41.95796)"
"11/01/2025",,"4020-4126 N RAVENSWOOD AVE
1800-1820 W BELLE PLAINE AVE","Festival","Oktoberfestiversary 2025",,"47","POINT (-87.67442 41.95604)"
"11/11/2025",,"44 E WACKER DR","Assembly","TBA",,"42","POINT (-87.62655 41.88715)"
"11/15/2025",,"2200-2300 W BERWYN AVE","Block Party","Criner BP",,"40","POINT (-87.6845 41.97777)"
"11/15/2025",,"10800-10858 S ROCKWELL ST","Block Party","10820 S. Rockwell_11152025",,"19","POINT (-87.68651 41.69721)"
"11/16/2025",,"5700-5758 W LELAND AVE","Block Party","Suleiman Abuali",,"45","POINT (-87.77002 41.96594)"
"11/16/2025",,"406-530 E WALDRON DR","Athletic","Walk to End Alzheimer's",,"4","POINT (-87.61321 41.8604)"
"11/16/2025",,"15 S. Halsted Street","Assembly",,"TBA","34","POINT (-87.64735 41.88152)"
"11/21/2025",,"1400-1427 W 64TH ST","Block Party","14 w 64th",,"16","POINT (-87.65948 41.77771)"
"11/22/2025",,"3800-3859 W IOWA ST","Block Party","Iowa Block Party",,"27","POINT (-87.72145 41.89726)"
"11/22/2025",,"1600-1608 W 21ST PL","Block Party","Thanksgiving Distribution",,"25","POINT (-87.66641 41.85322)"
"11/22/2025",,"4000-4030 W ROSEMONT AVE","Block Party","AALC Fall Fun Fest",,"39","POINT (-87.72908 41.99532)"
"11/22/2025",,"1400-1427 W 64TH ST","Block Party","14 W 63RD",,"16","POINT (-87.65948 41.77771)"
"11/29/2025",,"4800-4810 N MASON AVE","Block Party","Jonathan Wolf",,"45","POINT (-87.77713 41.96778)"
"11/29/2025",,"3500 S COTTAGE GROVE AVE","Parade","TBA",,"8","POINT (-87.61012 41.83087)"
"11/29/2025",,"1200-1213 N MOZART DR","Block Party","11.29 Paseo Flag Lighting",,"26","POINT (-87.69814 41.90302)"
"12/06/2025",,"2200-2226 W ROSCOE ST","Block Party","RVN Tree Lighting",,"32","POINT (-87.68348 41.94316)"
"12/07/2025",,"2100-2159 W FULTON ST","Block Party","Fulton Block Party",,"27","POINT (-87.67948 41.88674)"
"12/12/2025",,"2606-2659 S LAWNDALE AVE","Block Party","New Life-Winter Wonderland2025",,"22","POINT (-87.71715 41.84264)"
"12/13/2025",,"6400-6451 S HONORE ST","Block Party","Block Party",,"15","POINT (-87.67027 41.77743)"
"12/20/2025",,"3800-3859 W IOWA ST","Block Party","Iowa Block Party",,"27","POINT (-87.72145 41.89726)"
"12/20/2025",,"1600-1608 W 21ST PL","Block Party","Christmas Food Distribution",,"25","POINT (-87.66641 41.85322)"
"12/20/2025",,"1600-1608 W 21ST PL","Block Party","Christmas Food Distribution",,"25","POINT (-87.66641 41.85322)"
"12/25/2025",,"3800-3859 W IOWA ST","Block Party","Iowa Block Party",,"27","POINT (-87.72145 41.89726)"
"01/05/2026",,"1500-1600 W JACKSON BLVD
219-300 S ASHLAND AVE
1600-1645 W JACKSON BLVD
200-300 S LAFLIN ST","Filming","CHICAGO MED","N/A","34",
"01/05/2026",,"2316-2403 S DAMEN AVE
2316-2403 S DAMEN AVE
2355-2443 S BLUE ISLAND AVE
2000-2035 W COULTER ST
2316-2403 S DAMEN AVE","Filming","CPD S13 - 2408 S. Blue Island","N/A","25",
"01/06/2026",,"1500-1600 W JACKSON BLVD
219-300 S ASHLAND AVE
1600-1645 W JACKSON BLVD
200-300 S LAFLIN ST","Filming","CHICAGO MED","N/A","34",
"01/06/2026",,"2316-2403 S DAMEN AVE
2316-2403 S DAMEN AVE
2355-2443 S BLUE ISLAND AVE
2000-2035 W COULTER ST
2316-2403 S DAMEN AVE","Filming","CPD S13 - 2408 S. Blue Island","N/A","25",
"01/07/2026",,"3000-3100 W CARROLL AVE","Filming","Johnson Fitness","N/A","27","POINT (-87.70184 41.88759)"
"01/07/2026",,"2316-2403 S DAMEN AVE
2316-2403 S DAMEN AVE
2355-2443 S BLUE ISLAND AVE
2000-2035 W COULTER ST
2316-2403 S DAMEN AVE","Filming","CPD S13 - 2408 S. Blue Island","N/A","25",
"01/08/2026",,"3000-3100 W CARROLL AVE","Filming","Johnson Fitness","N/A","27","POINT (-87.70184 41.88759)"
"03/04/2026",,"3650-3700 S HONORE ST","Block Party","2026 Chicago's Birthday Party","N/A","12","POINT (-87.6715 41.82702)"
"05/03/2026",,"333-333 W 35TH ST","Athletic","MJFF 2026 Chicago Run/Walk","N/A","11","POINT (-87.63534 41.8294)"
"05/22/2026",,"3300-3359 W CARMEN AVE","Block Party","Von Steuben Senior Celebration","N/A","39","POINT (-87.71198 41.97394)"
"06/06/2026",,"3600-3800 W MADISON ST
3500-3600 W MADISON ST
100-344 S CENTRAL PARK BLVD
3600-3800 W JACKSON BLVD","Athletic","Bank of America Chicago 13.1","N/A","28",
"06/07/2026",,"3600-3800 W MADISON ST
3500-3600 W MADISON ST
100-344 S CENTRAL PARK BLVD
3600-3800 W JACKSON BLVD","Athletic","Bank of America Chicago 13.1","N/A","28",
"06/20/2026",,"1305-1325 N ASTOR ST","Block Party","1300 Astor BP","N/A","43","POINT (-87.62744 41.90648)"
"06/28/2026",,"11500-11559 S LOOMIS ST","Block Party","Juneteenth Block Party","N/A","21","POINT (-87.65668 41.6832)"
